entity,n-revs
Tests/FluentAssertions.Specs/Primitives/NullableSimpleTimeSpanAssertionSpecs.cs,2
Src/FluentAssertions/Equivalency/Selection/AllFieldsSelectionRule.cs,2
Src/FluentAssertions/Formatting/IValueFormatter.cs,2
Tests/FluentAssertions.Specs/UIFactsDefinition.cs,2
Tests/FluentAssertions.Specs/Execution/AssertionScope.ContextDataSpecs.cs,2
Src/FluentAssertions/AggregateExceptionExtractor.cs,2
Src/FluentAssertions/AsyncAssertionsExtensions.cs,2
Tests/FluentAssertions.Specs/Collections/CollectionAssertionSpecs.BeInDescendingOrder.cs,2
Tests/FluentAssertions.Specs/Xml/XAttributeAssertionSpecs.cs,2
Src/FluentAssertions/Equivalency/Steps/RunAllUserStepsEquivalencyStep.cs,2
Tests/FluentAssertions.Specs/Primitives/StringAssertionSpecs.BeOneOf.cs,2
Src/FluentAssertions/Formatting/SByteValueFormatter.cs,2
Src/FluentAssertions/Primitives/StringEqualityStrategy.cs,2
Tests/FluentAssertions.Equivalency.Specs/RecordSpecs.cs,2
Tests/Benchmarks/CollectionEqual.cs,2
Src/FluentAssertions/FluentActions.cs,2
Tests/FluentAssertions.Specs/Primitives/StringAssertionSpecs.Match.cs,2
Tests/FluentAssertions.Specs/Primitives/StringAssertionSpecs.MatchEquivalentOf.cs,2
Src/FluentAssertions/Events/IMonitor.cs,2
Tests/FluentAssertions.Equivalency.Specs/TupleSpecs.cs,2
Tests/FluentAssertions.Specs/Collections/CollectionAssertionSpecs.SatisfyRespectively.cs,2
Tests/FluentAssertions.Specs/ConfigurationSpecs.cs,2
Tests/FluentAssertions.Specs/Types/TypeAssertionSpecs.BeAssignableTo.cs,2
Tests/FluentAssertions.Specs/Exceptions/OuterExceptionSpecs.cs,2
Tests/FluentAssertions.Specs/Types/MethodBaseAssertionSpecs.cs,2
Tests/FluentAssertions.Specs/Collections/GenericDictionaryAssertionSpecs.HaveCountGreaterThanOrEqualTo.cs,2
Src/FluentAssertions/Formatting/UInt32ValueFormatter.cs,2
Tests/FluentAssertions.Specs/Extensions/TimeSpanConversionExtensionSpecs.cs,2
Tests/FluentAssertions.Specs/Primitives/NullableBooleanAssertionSpecs.cs,2
Src/FluentAssertions/Xml/XAttributeAssertions.cs,2
Tests/FluentAssertions.Specs/Primitives/StringAssertionSpecs.BeEquivalentTo.cs,2
Tests/FluentAssertions.Specs/Streams/BufferedStreamAssertionSpecs.cs,2
Tests/FluentAssertions.Specs/CultureAwareTesting/CulturedXunitTheoryTestCaseRunner.cs,2
Tests/FluentAssertions.Specs/Formatting/EnumerableExtensionsSpecs.cs,2
Tests/FluentAssertions.Specs/Primitives/StringAssertionSpecs.cs,2
Src/FluentAssertions/Execution/ContinuedAssertionScope.cs,2
Tests/FluentAssertions.Specs/Collections/CollectionAssertionSpecs.EndWith.cs,2
Tests/FluentAssertions.Specs/TestTimer.cs,2
Tests/FluentAssertions.Specs/Primitives/StringAssertionSpecs.StartWithEquivalentOf.cs,2
Tests/FluentAssertions.Specs/Collections/CollectionAssertionSpecs.ContainItemsAssignableTo.cs,2
Tests/Benchmarks/LargeObjectGraph.cs,2
Tests/FluentAssertions.Equivalency.Specs/MemberLessObjectsSpecs.cs,2
Src/FluentAssertions/Execution/Execute.cs,2
Tests/FluentAssertions.Equivalency.Specs/XmlSpecs.cs,2
Tests/FluentAssertions.Specs/Xml/XElementFormatterSpecs.cs,2
Tests/FluentAssertions.Specs/Formatting/TimeSpanFormatterSpecs.cs,2
Tests/FluentAssertions.Specs/Collections/GenericDictionaryAssertionSpecs.HaveCountLessThanOrEqualTo.cs,2
Src/FluentAssertions/Formatting/DecimalValueFormatter.cs,2
Src/FluentAssertions/Primitives/TimeSpanPredicate.cs,2
Tests/FluentAssertions.Specs/Execution/GivenSelectorSpecs.cs,2
Src/FluentAssertions/Equivalency/Steps/SimpleEqualityEquivalencyStep.cs,2
Tests/FluentAssertions.Specs/Collections/CollectionAssertionSpecs.NotContainNulls.cs,2
Tests/FluentAssertions.Specs/Collections/CollectionAssertionSpecs.Satisfy.cs,2
Src/FluentAssertions/Formatting/PropertyInfoFormatter.cs,2
Tests/FluentAssertions.Specs/Types/TypeAssertionSpecs.HaveExplicitConversionOperator.cs,2
Tests/FluentAssertions.Specs/Primitives/StringAssertionSpecs.ContainEquivalentOf.cs,2
Tests/FluentAssertions.Specs/Types/TypeAssertionSpecs.HaveImplicitConversionOperator.cs,2
Src/FluentAssertions/Equivalency/IEquivalencyStep.cs,2
Tests/FluentAssertions.Specs/Types/TypeAssertionSpecs.Be.cs,2
Src/FluentAssertions/Equivalency/Selection/AllPropertiesSelectionRule.cs,2
Src/FluentAssertions/Execution/ContinuationOfGiven.cs,2
Src/FluentAssertions/Formatting/UInt16ValueFormatter.cs,2
Src/FluentAssertions/CallerIdentification/SemicolonParsingStrategy.cs,2
Tests/FluentAssertions.Specs/Collections/GenericDictionaryAssertionSpecs.HaveCountGreaterThan.cs,2
Tests/FluentAssertions.Specs/Formatting/DateTimeOffsetValueFormatterSpecs.cs,2
Src/FluentAssertions/CallerIdentification/IParsingStrategy.cs,2
Tests/FluentAssertions.Specs/Types/TypeAssertionSpecs.HaveIndexer.cs,2
Tests/FluentAssertions.Specs/Primitives/StringAssertionSpecs.EndWith.cs,2
Tests/FluentAssertions.Specs/Extensions/FluentDateTimeSpecs.cs,2
Src/FluentAssertions/Data/RowMatchMode.cs,2
Tests/FluentAssertions.Specs/Collections/CollectionAssertionSpecs.Equal.cs,2
Src/FluentAssertions/Equivalency/EquivalencyStep.cs,2
Src/FluentAssertions/Formatting/XAttributeValueFormatter.cs,2
Src/FluentAssertions/Types/ConstructorInfoAssertions.cs,1
Src/FluentAssertions/Numeric/SingleAssertions.cs,1
Src/FluentAssertions/Common/IReflector.cs,1
Src/FluentAssertions/Events/OccurredEvent.cs,1
Tests/FluentAssertions.Specs/Collections/GenericCollectionAssertionOfStringSpecs.Equal.cs,1
Tests/FluentAssertions.Equivalency.Specs/SelectionRulesSpecs.Basic.cs,1
Tests/FluentAssertions.Specs/Primitives/DateOnlyAssertionSpecs.HaveDay.cs,1
Tests/FluentAssertions.Specs/Exceptions/ThrowAssertionsSpecs.cs,1
Tests/FluentAssertions.Specs/Primitives/DateOnlyAssertionSpecs.Be.cs,1
Src/FluentAssertions/Numeric/NullableDoubleAssertions.cs,1
Tests/TestFrameworks/NUnit4.Specs/FrameworkSpecs.cs,1
Tests/FluentAssertions.Specs/Collections/GenericDictionaryAssertionSpecs.HaveCount.cs,1
Src/FluentAssertions/Common/CSharpAccessModifierExtensions.cs,1
Tests/FluentAssertions.Extensibility.Specs/ExtensionAssemblyAttributeSpecs.cs,1
Src/FluentAssertions/Common/Clock.cs,1
Src/FluentAssertions/Formatting/FormatChild.cs,1
Src/FluentAssertions/Equivalency/EqualityStrategyProvider.cs,1
Tests/FluentAssertions.Specs/Primitives/DateTimeAssertionSpecs.BeCloseTo.cs,1
Tests/FluentAssertions.Specs/Numeric/NumericAssertionSpecs.Be.cs,1
Src/FluentAssertions/Formatting/MaxLinesExceededException.cs,1
Tests/FluentAssertions.Specs/Primitives/DateTimeAssertionSpecs.Be.cs,1
Tests/FluentAssertions.Specs/Primitives/DateTimeOffsetAssertionSpecs.HaveYear.cs,1
Tests/FluentAssertions.Specs/Primitives/TimeOnlyAssertionSpecs.BeAfter.cs,1
Tests/FluentAssertions.Specs/Types/TypeAssertionSpecs.BeAbstract.cs,1
Src/FluentAssertions/Extensibility/AssertionEngineInitializerAttribute.cs,1
Src/FluentAssertions/Collections/MaximumMatching/MaximumMatchingProblem.cs,1
Tests/FluentAssertions.Specs/Primitives/DateTimeAssertionSpecs.BeBefore.cs,1
Tests/FluentAssertions.Specs/Primitives/DateTimeAssertionSpecs.BeLessThan.cs,1
Src/FluentAssertions/Common/StartTimer.cs,1
Tests/TestFrameworks/MSTestV2.Specs/FrameworkSpecs.cs,1
Tests/FluentAssertions.Specs/Primitives/DateTimeOffsetAssertionSpecs.BeNull.cs,1
Tests/FluentAssertions.Specs/Extensions/FluentActionsSpecs.cs,1
Tests/FluentAssertions.Specs/Numeric/NumericAssertionSpecs.BeCloseTo.cs,1
Src/FluentAssertions/Equivalency/Tracing/StringBuilderTraceWriter.cs,1
Tests/FluentAssertions.Specs/Primitives/DateTimeOffsetAssertionSpecs.HaveDay.cs,1
Tests/FluentAssertions.Specs/Primitives/DateTimeOffsetAssertionSpecs.BeOnOrBefore.cs,1
Tests/ExampleExtensions/AssemblyInfo.cs,1
Tests/FluentAssertions.Equivalency.Specs/SelectionRulesSpecs.Including.cs,1
Tests/FluentAssertions.Specs/Primitives/DateOnlyAssertionSpecs.BeOneOf.cs,1
Src/FluentAssertions/Execution/Reason.cs,1
Tests/FluentAssertions.Specs/Primitives/DateTimeAssertionSpecs.BeWithin.cs,1
Tests/FluentAssertions.Specs/Primitives/DateTimeAssertionSpecs.BeSameDateAs.cs,1
Tests/FluentAssertions.Specs/Primitives/TimeOnlyAssertionSpecs.BeBefore.cs,1
Tests/FluentAssertions.Specs/TypeEnumerableExtensionsSpecs.cs,1
Tests/FluentAssertions.Specs/Exceptions/InvokingActionSpecs.cs,1
Tests/FluentAssertions.Specs/Collections/GenericDictionaryAssertionSpecs.Equal.cs,1
Src/FluentAssertions/Equivalency/IMemberSelectionRule.cs,1
Src/FluentAssertions/Common/ValueFormatterDetectionMode.cs,1
Tests/FluentAssertions.Specs/Types/TypeAssertionSpecs.cs,1
Tests/FluentAssertions.Specs/Exceptions/InvokingFunctionSpecs.cs,1
Tests/FluentAssertions.Equivalency.Specs/SelectionRulesSpecs.Excluding.cs,1
Tests/FluentAssertions.Specs/Collections/CollectionAssertionSpecs.BeNull.cs,1
Src/FluentAssertions/Numeric/NullableSingleAssertions.cs,1
Tests/FluentAssertions.Specs/Primitives/ObjectAssertionSpecs.BeXmlSerializable.cs,1
Src/FluentAssertions/Numeric/NullableUInt64Assertions.cs,1
Src/FluentAssertions/Events/EventMetadata.cs,1
Tests/FluentAssertions.Specs/Primitives/DateTimeOffsetAssertionSpecs.HaveSecond.cs,1
Src/FluentAssertions/Equivalency/OrderStrictness.cs,1
Tests/FluentAssertions.Specs/Numeric/NumericAssertionSpecs.BePositive.cs,1
Tests/FluentAssertions.Specs/Primitives/DateTimeOffsetAssertionSpecs.HaveValue.cs,1
Tests/FluentAssertions.Specs/Numeric/NullableNumericAssertionSpecs.BeGreaterThanOrEqualTo.cs,1
Src/FluentAssertions/AtLeast.cs,1
Tests/FluentAssertions.Specs/Collections/GenericCollectionAssertionOfStringSpecs.ContainMatch.cs,1
Src/FluentAssertions/Equivalency/SelfReferenceEquivalencyOptions.cs,1
Src/FluentAssertions/Collections/SortOrder.cs,1
Tests/FluentAssertions.Specs/Collections/CollectionAssertionSpecs.HaveElementAt.cs,1
Src/FluentAssertions/Numeric/UInt32Assertions.cs,1
Tests/FluentAssertions.Specs/Numeric/NullableNumericAssertionSpecs.Be.cs,1
Src/FluentAssertions/OccurrenceConstraint.cs,1
Src/FluentAssertions/Xml/XmlNodeAssertions.cs,1
Tests/TestFrameworks/MSpec.Specs/FrameworkSpecs.cs,1
Tests/FluentAssertions.Specs/Primitives/DateOnlyAssertionSpecs.BeBefore.cs,1
Src/FluentAssertions/Polyfill/StringBuilderExtensions.cs,1
Tests/FluentAssertions.Specs/Numeric/NullableNumericAssertionSpecs.BeNegative.cs,1
Tests/FluentAssertions.Specs/Primitives/DateTimeOffsetAssertionSpecs.BeSameDateAs.cs,1
Tests/AssemblyA/ClassA.cs,1
Src/FluentAssertions/Equivalency/IEquivalencyValidator.cs,1
Tests/FluentAssertions.Specs/Primitives/StringAssertionSpecs.BeNullOrEmpty.cs,1
Src/FluentAssertions/Types/AllTypes.cs,1
Src/FluentAssertions/Equivalency/EqualityStrategy.cs,1
Tests/FluentAssertions.Specs/Primitives/DateTimeAssertionSpecs.BeOnOrBefore.cs,1
Tests/FluentAssertions.Specs/Primitives/TimeOnlyAssertionSpecs.HaveMinutes.cs,1
Src/FluentAssertions/Exactly.cs,1
Tests/FluentAssertions.Specs/Primitives/DateTimeAssertionSpecs.BeOneOf.cs,1
Tests/FluentAssertions.Specs/Numeric/NumericAssertionSpecs.BeGreaterThanOrEqualTo.cs,1
Src/FluentAssertions/AndConstraint.cs,1
Tests/FluentAssertions.Specs/Primitives/StringAssertionSpecs.HaveLength.cs,1
Src/FluentAssertions/TypeEnumerableExtensions.cs,1
Tests/Benchmarks/HasValueSemanticsBenchmarks.cs,1
Tests/FluentAssertions.Specs/Numeric/NullableNumericAssertionSpecs.HaveValue.cs,1
Tests/FluentAssertions.Specs/Numeric/NumericAssertionSpecs.Match.cs,1
Src/FluentAssertions/Equivalency/IOrderingRule.cs,1
Src/FluentAssertions/Execution/FallbackTestFramework.cs,1
Src/FluentAssertions/Numeric/NullableUInt32Assertions.cs,1
Src/FluentAssertions/Numeric/NullableByteAssertions.cs,1
Src/FluentAssertions/Common/CSharpAccessModifier.cs,1
Tests/FluentAssertions.Specs/Collections/GenericDictionaryAssertionSpecs.HaveSameCount.cs,1
Src/FluentAssertions/LessThan.cs,1
Src/FluentAssertions/{ => Polyfill}/SystemExtensions.cs,1
Tests/FluentAssertions.Equivalency.Specs/SelectionRulesSpecs.Browsability.cs,1
Tests/FluentAssertions.Specs/Primitives/DateTimeAssertionSpecs.BeMoreThan.cs,1
Tests/FluentAssertions.Specs/Primitives/DateOnlyAssertionSpecs.HaveYear.cs,1
Src/FluentAssertions/Common/ConfigurationStoreExceptionInterceptor.cs,1
Tests/FluentAssertions.Specs/Types/TypeAssertionSpecs.BeStatic.cs,1
Tests/FluentAssertions.Specs/Numeric/NullableNumericAssertionSpecs.BeLessThan.cs,1
Tests/FluentAssertions.Specs/Primitives/DateTimeAssertionSpecs.HaveYear.cs,1
Tests/FluentAssertions.Specs/Common/MemberInfoExtensions.cs,1
Tests/UWP.Specs/UwpSpecs.cs,1
Src/FluentAssertions/Numeric/Int32Assertions.cs,1
Src/FluentAssertions/Equivalency/Tracing/GetTraceMessage.cs,1
Src/FluentAssertions/Events/EventHandlerFactory.cs,1
Src/FluentAssertions/Equivalency/Ordering/MatchAllOrderingRule.cs,1
Tests/FluentAssertions.Equivalency.Specs/DateTimePropertiesSpecs.cs,1
Tests/FluentAssertions.Specs/Collections/CollectionAssertionSpecs.IntersectWith.cs,1
Tests/FluentAssertions.Specs/Numeric/NullableNumericAssertionSpecs.BeLessThanOrEqualTo.cs,1
Src/FluentAssertions/Collections/SubsequentOrderingGenericCollectionAssertions.cs,1
Src/FluentAssertions/Common/IConfigurationStore.cs,1
Src/FluentAssertions/Equivalency/EquivalencyResult.cs,1
Src/FluentAssertions/Equivalency/Selection/MemberToMemberInfoAdapter.cs,1
Tests/FluentAssertions.Specs/Primitives/DateOnlyAssertionSpecs.HaveMonth.cs,1
Src/FluentAssertions/Collections/MaximumMatching/MaximumMatchingSolution.cs,1
Src/FluentAssertions/Execution/MSTestFrameworkV2.cs,1
Tests/FluentAssertions.Specs/Primitives/DateTimeOffsetAssertionSpecs.HaveHour.cs,1
Tests/FluentAssertions.Specs/Numeric/NullableNumericAssertionSpecs.Match.cs,1
Src/FluentAssertions/CallerIdentification/ParsingState.cs,1
Src/FluentAssertions/Execution/IAssertionStrategy.cs,1
Src/FluentAssertions/Collections/WhoseValueConstraint.cs,1
Tests/AssemblyB/ClassC.cs,1
Tests/FluentAssertions.Specs/Primitives/DateTimeAssertionSpecs.BeOnOrAfter.cs,1
Tests/FluentAssertions.Specs/Collections/GenericCollectionAssertionOfStringSpecs.BeEquivalentTo.cs,1
Src/FluentAssertions/Numeric/DoubleAssertions.cs,1
Tests/FluentAssertions.Specs/Primitives/DateTimeAssertionSpecs.BeNull.cs,1
Src/FluentAssertions/Equivalency/CyclicReferenceHandling.cs,1
Src/FluentAssertions/{Specialized => Types}/AssemblyAssertions.cs,1
Tests/FluentAssertions.Equivalency.Specs/SelectionRulesSpecs.Interfaces.cs,1
Src/FluentAssertions/Xml/XmlAssertionExtensions.cs,1
Tests/FluentAssertions.Specs/Primitives/TimeOnlyAssertionSpecs.BeOneOf.cs,1
Src/FluentAssertions/Extensions/FluentTimeSpanExtensions.cs,1
Tests/FluentAssertions.Specs/AssertionFailureSpecs.cs,1
Tests/FluentAssertions.Specs/Collections/GenericCollectionAssertionOfStringSpecs.BeSubsetOf.cs,1
Tests/FluentAssertions.Specs/Primitives/DateTimeAssertionSpecs.BeExactly.cs,1
Src/FluentAssertions/Execution/ITestFramework.cs,1
Tests/FluentAssertions.Specs/Collections/GenericCollectionAssertionOfStringSpecs.BeEmpty.cs,1
Tests/FluentAssertions.Specs/Primitives/ObjectAssertionSpecs.BeOfType.cs,1
Tests/FluentAssertions.Specs/Primitives/DateOnlyAssertionSpecs.BeAfter.cs,1
Src/FluentAssertions/Xml/Equivalency/AttributeData.cs,1
Tests/FluentAssertions.Specs/Numeric/NullableNumericAssertionSpecs.BeApproximately.cs,1
Tests/FluentAssertions.Specs/Primitives/DateTimeAssertionSpecs.HaveMonth.cs,1
Tests/FluentAssertions.Specs/Extensions/ObjectCastingSpecs.cs,1
Tests/FluentAssertions.Specs/Numeric/NullableNumericAssertionSpecs.BeGreaterThan.cs,1
Src/FluentAssertions/Primitives/StringStartStrategy.cs,1
Tests/FluentAssertions.Specs/Numeric/NumericAssertionSpecs.BeInRange.cs,1
Src/FluentAssertions/CallerIdentification/AwaitParsingStrategy.cs,1
Tests/FluentAssertions.Specs/Collections/GenericCollectionAssertionOfStringSpecs.HaveSameCount.cs,1
Tests/FluentAssertions.Specs/Numeric/NumericAssertionSpecs.BeNegative.cs,1
Tests/FluentAssertions.Specs/Primitives/DateTimeAssertionSpecs.BeAfter.cs,1
Tests/FluentAssertions.Equivalency.Specs/SelectionRulesSpecs.Accessibility.cs,1
Tests/FluentAssertions.Equivalency.Specs/ObjectReferenceSpecs.cs,1
Src/FluentAssertions/Events/RecordedEvent.cs,1
Tests/FluentAssertions.Specs/Primitives/TimeOnlyAssertionSpecs.HaveMilliseconds.cs,1
Tests/FluentAssertions.Specs/Types/TypeAssertionSpecs.BeDerivedFrom.cs,1
Tests/FluentAssertions.Specs/Primitives/DateTimeOffsetAssertionSpecs.HaveMinute.cs,1
Tests/FluentAssertions.Specs/Collections/CollectionAssertionSpecs.HaveElementPreceding.cs,1
Tests/FluentAssertions.Specs/Numeric/NumericAssertionSpecs.BeLessThanOrEqualTo.cs,1
Src/FluentAssertions/EnumAssertionsExtensions.cs,1
Src/FluentAssertions/Primitives/IStringComparisonStrategy.cs,1
Tests/FluentAssertions.Specs/Execution/IgnoringFailuresAssertionStrategy.cs,1
Tests/FluentAssertions.Specs/Primitives/DateTimeAssertionSpecs.HaveDay.cs,1
Src/FluentAssertions/Xml/Equivalency/Failure.cs,1
Tests/FluentAssertions.Specs/Primitives/DateTimeOffsetAssertionSpecs.BeAfter.cs,1
Tests/FluentAssertions.Specs/Collections/GenericCollectionAssertionOfStringSpecs.BeNull.cs,1
Tests/FluentAssertions.Specs/IsExternalInit.cs,1
Src/FluentAssertions/Formatting/XDocumentValueFormatter.cs,1
Src/FluentAssertions/Execution/ICloneable2.cs,1
Src/FluentAssertions/Equivalency/Selection/CollectionMemberSelectionRuleDecorator.cs,1
Src/FluentAssertions/Execution/NUnitTestFramework.cs,1
Tests/FluentAssertions.Specs/Collections/GenericCollectionAssertionOfStringSpecs.OnlyHaveUniqueItems.cs,1
Src/FluentAssertions/Common/IClock.cs,1
Tests/FluentAssertions.Specs/Primitives/ObjectAssertionSpecs.BeOneOf.cs,1
Tests/FluentAssertions.Specs/Primitives/ObjectAssertionSpecs.Be.cs,1
Tests/FluentAssertions.Specs/Collections/GenericDictionaryAssertionSpecs.Contain.cs,1
Tests/FluentAssertions.Specs/Primitives/DateTimeAssertionSpecs.HaveValue.cs,1
Tests/FluentAssertions.Specs/Collections/GenericDictionaryAssertionSpecs.ContainValue.cs,1
Tests/UWP.Specs/Properties/AssemblyInfo.cs,1
Src/FluentAssertions/Numeric/NullableInt32Assertions.cs,1
Tests/FluentAssertions.Specs/Primitives/DateTimeAssertionSpecs.HaveSecond.cs,1
Tests/FluentAssertions.Specs/Primitives/DateTimeOffsetAssertionSpecs.HaveOffset.cs,1
Tests/FluentAssertions.Specs/Numeric/NullableNumericAssertionSpecs.BeNull.cs,1
Tests/FluentAssertions.Specs/CultureAwareTesting/DictionaryExtensions.cs,1
Tests/FluentAssertions.Specs/Primitives/StringAssertionSpecs.BeUpperCased.cs,1
Tests/FluentAssertions.Specs/Primitives/DateTimeOffsetAssertionSpecs.BeCloseTo.cs,1
Src/FluentAssertions/Extensions/OccurrenceConstraintExtensions.cs,1
Tests/FluentAssertions.Specs/CultureAwareTesting/CulturedFactAttribute.cs,1
Tests/FluentAssertions.Specs/Collections/GenericCollectionAssertionOfStringSpecs.NotContainNulls.cs,1
Src/FluentAssertions/Events/FilteredEventRecording.cs,1
Tests/FluentAssertions.Specs/Specialized/ActionAssertionSpecs.cs,1
Src/FluentAssertions/Equivalency/Selection/ExcludeMemberByPredicateSelectionRule.cs,1
Src/FluentAssertions/Equivalency/SubjectInfoExtensions.cs,1
Src/FluentAssertions/AtMost.cs,1
Tests/FluentAssertions.Specs/Collections/CollectionAssertionSpecs.BeNullOrEmpty.cs,1
Tests/FluentAssertions.Specs/Primitives/DateTimeOffsetAssertionSpecs.BeExactly.cs,1
Tests/FluentAssertions.Specs/Execution/FallbackTestFrameworkTests.cs,1
Tests/FluentAssertions.Specs/Collections/GenericDictionaryAssertionSpecs.ContainKeys.cs,1
Tests/FluentAssertions.Specs/Collections/GenericCollectionAssertionOfStringSpecs.IntersectWith.cs,1
Src/FluentAssertions/Numeric/NullableSByteAssertions.cs,1
Tests/FluentAssertions.Specs/Primitives/TimeOnlyAssertionSpecs.HaveSeconds.cs,1
Tests/TestFrameworks/XUnit2.Specs/FrameworkSpecs.cs,1
Tests/Benchmarks/BeEquivalentTo.cs,1
Tests/FluentAssertions.Specs/Numeric/NullableNumericAssertionSpecs.BePositive.cs,1
Src/FluentAssertions/Equivalency/Ordering/CollectionMemberOrderingRuleDecorator.cs,1
Tests/FluentAssertions.Specs/Collections/GenericDictionaryAssertionSpecs.BeNull.cs,1
Src/FluentAssertions/Equivalency/GetSubjectId.cs,1
Tests/FluentAssertions.Equivalency.Specs/AssertionRuleSpecs.cs,1
Src/FluentAssertions/Common/AppSettingsConfigurationStore.cs,1
Src/FluentAssertions/Common/DateTimeExtensions.cs,1
Tests/FluentAssertions.Specs/Numeric/NumericAssertionSpecs.BeGreaterThan.cs,1
Src/FluentAssertions/Specialized/IExtractExceptions.cs,1
Tests/FluentAssertions.Specs/Numeric/NumericAssertionSpecs.BeApproximately.cs,1
Tests/FluentAssertions.Specs/Types/TypeAssertionSpecs.HaveAccessModifier.cs,1
Src/FluentAssertions/Events/ThreadSafeSequenceGenerator.cs,1
Tests/FluentAssertions.Specs/Collections/GenericCollectionAssertionOfStringSpecs.HaveElementAt.cs,1
Src/FluentAssertions/Formatting/TaskFormatter.cs,1
Tests/FluentAssertions.Specs/Common/ConfigurationSpecs.cs,1
Tests/AssemblyB/ClassB.cs,1
Src/FluentAssertions/Common/ITimer.cs,1
Tests/FluentAssertions.Specs/Primitives/TimeOnlyAssertionSpecs.Be.cs,1
Tests/FluentAssertions.Specs/Primitives/DateTimeOffsetAssertionSpecs.BeAtLeast.cs,1
Tests/FluentAssertions.Equivalency.Specs/SelectionRulesSpecs.Covariance.cs,1
Tests/TestFrameworks/NUnit3.Specs/FrameworkSpecs.cs,1
Src/FluentAssertions/MoreThan.cs,1
Tests/FluentAssertions.Specs/Collections/GenericCollectionAssertionOfStringSpecs.SatisfyRespectively.cs,1
Src/FluentAssertions/Numeric/Int16Assertions.cs,1
Tests/FluentAssertions.Specs/Primitives/DateTimeOffsetAssertionSpecs.BeOneOf.cs,1
Tests/FluentAssertions.Specs/Primitives/TimeOnlyAssertionSpecs.HaveHours.cs,1
Src/FluentAssertions/Execution/Continuation.cs,1
Src/FluentAssertions/Xml/XmlNodeFormatter.cs,1
Src/FluentAssertions/{ => Polyfill}/StringBuilderExtensions.cs,1
Tests/FluentAssertions.Equivalency.Specs/NonEquivalencySpecs.cs,1
Tests/FluentAssertions.Equivalency.Specs/SelectionRulesSpecs.MemberHiding.cs,1
Src/FluentAssertions/Numeric/SByteAssertions.cs,1
Src/FluentAssertions/Numeric/NullableUInt16Assertions.cs,1
Tests/FluentAssertions.Specs/Collections/GenericCollectionAssertionOfStringSpecs.ContainInOrder.cs,1
Tests/FluentAssertions.Specs/Collections/CollectionAssertionSpecs.HaveElementSucceeding.cs,1
Tests/FluentAssertions.Specs/Primitives/ObjectAssertionSpecs.BeDataContractSerializable.cs,1
Src/FluentAssertions/Primitives/TimeSpanCondition.cs,1
Tests/FluentAssertions.Specs/Collections/GenericDictionaryAssertionSpecs.ContainValues.cs,1
Tests/FluentAssertions.Specs/Primitives/ObjectAssertionSpecs.BeAssignableTo.cs,1
Src/FluentAssertions/Numeric/NullableInt64Assertions.cs,1
Src/FluentAssertions/Equivalency/Steps/EquivalencyValidationContextExtensions.cs,1
Tests/FluentAssertions.Extensibility.Specs/Usings.cs,1
Tests/FluentAssertions.Specs/Primitives/StringAssertionSpecs.BeEmpty.cs,1
Tests/FluentAssertions.Specs/Primitives/DateTimeAssertionSpecs.HaveMinute.cs,1
Tests/Benchmarks/NestedClass.cs,1
Src/FluentAssertions/Equivalency/Digit.cs,1
Src/FluentAssertions/Execution/MSpecFramework.cs,1
Tests/FluentAssertions.Specs/Primitives/DateTimeOffsetAssertionSpecs.Be.cs,1
Tests/FluentAssertions.Specs/Numeric/NumericAssertionSpecs.BeOneOf.cs,1
Src/FluentAssertions/Primitives/NegatedStringStartStrategy.cs,1
Tests/FluentAssertions.Specs/Primitives/DateTimeOffsetAssertionSpecs.BeMoreThan.cs,1
Tests/FluentAssertions.Specs/Primitives/ObjectAssertionSpecs.BeNull.cs,1
Tests/FluentAssertions.Specs/Collections/GenericDictionaryAssertionSpecs.ContainKey.cs,1
Src/FluentAssertions/Collections/MaximumMatching/Element.cs,1
Tests/FluentAssertions.Specs/Primitives/DateTimeOffsetAssertionSpecs.BeWithin.cs,1
Tests/FluentAssertions.Specs/Collections/GenericCollectionAssertionOfStringSpecs.Contain.cs,1
Src/FluentAssertions/Execution/FailReason.cs,1
Tests/FluentAssertions.Specs/Primitives/HttpResponseMessageAssertionSpecs.cs,1
Tests/FluentAssertions.Specs/Primitives/DateTimeOffsetAssertionSpecs.BeBefore.cs,1
Src/FluentAssertions/Numeric/UInt16Assertions.cs,1
Tests/FluentAssertions.Specs/Primitives/DateTimeAssertionSpecs.HaveHour.cs,1
Tests/FluentAssertions.Specs/Types/TypeAssertionSpecs.BeSealed.cs,1
Tests/FluentAssertions.Specs/Primitives/DateTimeAssertionSpecs.BeAtLeast.cs,1
Src/FluentAssertions/Equivalency/Tracing/ITraceWriter.cs,1
Tests/FluentAssertions.Specs/Primitives/TimeOnlyAssertionSpecs.BeCloseTo.cs,1
Tests/FluentAssertions.Specs/Specialized/AggregateExceptionAssertionSpecs.cs,1
Src/FluentAssertions/Equivalency/EnumEquivalencyHandling.cs,1
Src/FluentAssertions/Numeric/Int64Assertions.cs,1
Tests/FluentAssertions.Specs/Numeric/NullableNumericAssertionSpecs.BeInRange.cs,1
Src/FluentAssertions/ExceptionAssertionsExtensions.cs,1
Src/FluentAssertions/Numeric/ByteAssertions.cs,1
Src/FluentAssertions/CustomAssertionsAssemblyAttribute.cs,1
Src/FluentAssertions/Equivalency/IMemberInfo.cs,1
